"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","otherCatalogNumbers","fieldNotes","references","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","coordinateUncertaintyInMeters","habitat","georeferenceProtocol","georeferenceSources","individualCount","higherGeography","higherClassification","verbatimTaxonRank","datasetID","identificationRemarks","georeferencedDate","fieldNumber","verbatimLocality","previousIdentifications","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimCoordinateSystem","accessRights","typeStatus","typifiedName","organismID","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"11","Solanum pabstii",1077392302,-28.074444,-49.498333,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:01.463+0000","2018-10-24T15:38:02.828+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2009-07-17T00:00:00",1546,0,"Santa Catarina",2009,4,23,"2009-04-23T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:53.395+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000013265","2645","FURB - Herbário Dr. Roberto Miguel Klein","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","pt","FURB",1077392302,"BRA:FURB:FURB:0000013265","Collection","Verdi, M.; Hasckel, R.P. & Klemz, G.","13265","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Fito IFFSC 166/N/8 Regeneração N/4","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.074444,-49.498333,"original coordinates","original coordinates OK"
"12","Solanum pabstii",1077392537,-26.818889,-51.303333,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:01.609+0000","2018-10-24T15:38:02.786+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2009-07-17T00:00:00",931,0,"Santa Catarina",2009,4,23,"2009-04-23T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:53.472+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000013440","640","FURB - Herbário Dr. Roberto Miguel Klein","Macieira","Paiol da Pedra-Macieira.","pt","FURB",1077392537,"BRA:FURB:FURB:0000013440","Collection","Stival-Santos, A.; Silveira, S.","13440","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Florística IFFSC 725(Arbórea)","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Macieira","Santa Catarina","brazil",710,"Macieira",4210050,-51.354105,-26.803212,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.818889,-51.303333,"original coordinates","original coordinates OK"
"13","Solanum pabstii",1802964807,-28.007778,-49.498611,"gass84","fe8c1017-5941-4703-8f81-5023028a32ab","94a9c3b2-d54d-4938-811b-e91e091eeb28","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:51.156+0000","2018-10-11T11:56:24.590+0000",123,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2009-07-17T00:00:00",947,0,"Santa Catarina",2009,4,6,"2009-04-06T00:00:00","2018-09-28T11:56:39.000+0000","2018-12-08T07:13:36.715+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","PACA-AGP - Herbarium Anchieta","BRA:IAP:PACA-AGP:0000116387","1891","PACA-AGP - Herbarium Anchieta","Urubici","São Pedro","pt","PACA-AGP",1802964807,"BRA:IAP:PACA-AGP:0000116387","Collection","Verdi, M.","116387","IAP","Instituto Anchietano de Pesquisas (IAP)","IFFSC - 1/9997/coleta extra/ arbórea; fruto verde Habitat: campos naturais e turfosos, borda da mata Fenofase: flor branca Hábito: arbórea","Sobral","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.007778,-49.498611,"original coordinates","original coordinates OK"
"14","Solanum pabstii",1077392567,-28.007778,-49.498611,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:01.625+0000","2018-10-24T15:38:02.649+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2009-07-17T00:00:00",947,0,"Santa Catarina",2009,4,6,"2009-04-06T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:53.414+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000013494","1891","FURB - Herbário Dr. Roberto Miguel Klein","Urubici","São Pedro.","pt","FURB",1077392567,"BRA:FURB:FURB:0000013494","Collection","Verdi, M.; Hasckel, R.P. & Klemz, G.","13494","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Coleta Extra IFFSC (Arbórea)","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.007778,-49.498611,"original coordinates","original coordinates OK"
"15","Solanum pabstii",1077386761,-26.461667,-50.940833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:57.788+0000","2018-10-24T15:37:59.734+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1143,0,"Santa Catarina",2008,1,15,"2008-01-15T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:50.914+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000007689","1263","FURB - Herbário Dr. Roberto Miguel Klein","Porto União","Cabeceira Barra Grande.","pt","FURB",1077386761,"BRA:FURB:FURB:0000007689","Collection","Gasper, A.L. de; Brogni, E.","7689","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Florística IFFSC 934","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Porto União","Santa Catarina","brazil",780,"Porto União",4213609,-51.008113,-26.383318,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.461667,-50.940833,"original coordinates","original coordinates OK"
"16","Solanum pabstii",1077388623,-26.461667,-50.940833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:58.770+0000","2018-10-24T15:38:00.609+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1143,0,"Santa Catarina",2008,1,15,"2008-01-15T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:51.702+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000009577","1262","FURB - Herbário Dr. Roberto Miguel Klein","Porto União","Cabeceira Barra Grande.","pt","FURB",1077388623,"BRA:FURB:FURB:0000009577","Collection","Gasper, A.L. de; Brogni, E.","9577","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","IFFSC 934/S/19.","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Porto União","Santa Catarina","brazil",780,"Porto União",4213609,-51.008113,-26.383318,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.461667,-50.940833,"original coordinates","original coordinates OK"
"17","Solanum pabstii",1077387910,-27.631944,-50.578611,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:58.380+0000","2018-10-24T15:38:00.511+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1051,0,"Santa Catarina",2008,3,26,"2008-03-26T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:51.293+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000008894","491","FURB - Herbário Dr. Roberto Miguel Klein","São José do Cerrito","","pt","FURB",1077387910,"BRA:FURB:FURB:0000008894","Collection","Verdi, M.; Carneiro, F.E.","8894","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","IFFSC 297/S/114.","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"São José do Cerrito","Santa Catarina","brazil",510,"São José do Cerrito",4216800,-50.650821,-27.597829,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.631944,-50.578611,"original coordinates","original coordinates OK"
"18","Solanum pabstii",1077387833,-27.275,-50.1325,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:58.313+0000","2018-10-24T15:38:00.244+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1135,0,"Santa Catarina",2008,3,25,"2008-03-25T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:51.380+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000008776","338","FURB - Herbário Dr. Roberto Miguel Klein","Ponte Alta","Morro do Funil.","pt","FURB",1077387833,"BRA:FURB:FURB:0000008776","Collection","Dreveck, S.; Gasper, A.L. de & Brogni, E.","8776","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Florística IFFSC 456.","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Ponte Alta","Santa Catarina","brazil",565,"Ponte Alta",4213302,-50.298838,-27.410482,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.275,-50.1325,"original coordinates","original coordinates outside municipality original in ponte alta falls in mirim doce"
"19","Solanum pabstii",1077387097,-27.630833,-50.22,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:57.965+0000","2018-10-24T15:37:59.809+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2011-01-25T00:00:00",NA,NA,"Santa Catarina",2008,4,30,"2008-04-30T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:50.945+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000008054","629","FURB - Herbário Dr. Roberto Miguel Klein","Correia Pinto","","pt","FURB",1077387097,"BRA:FURB:FURB:0000008054","Collection","Verdi, M.; Carneiro, F.E.","8054","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Florística IFFSC 301.","Oliveira, AA de","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Correia Pinto","Santa Catarina","brazil",511,"Correia Pinto",4204558,-50.377793,-27.597673,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.630833,-50.22,"original coordinates","original coordinates OK"
"20","Solanum pabstii",1802957726,-26.381312,-50.580303,"gass84","fe8c1017-5941-4703-8f81-5023028a32ab","94a9c3b2-d54d-4938-811b-e91e091eeb28","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:46.886+0000","2018-10-11T11:56:19.440+0000",123,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1226,0,"Santa Catarina",2007,11,8,"2007-11-08T00:00:00","2018-09-28T11:56:39.000+0000","2018-12-08T07:13:33.026+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","PACA-AGP - Herbarium Anchieta","BRA:IAP:PACA-AGP:0000105955","22697","PACA-AGP - Herbarium Anchieta","Canoinhas","Rio dos Pardos/Serra da MOrte","pt","PACA-AGP",1802957726,"BRA:IAP:PACA-AGP:0000105955","Collection","A. L. de Gasper et al","105955","IAP","Instituto Anchietano de Pesquisas (IAP)","IFSC 978/S/22. FOM. [Coord.Orig.UTM: 541866, 7082019] Fenofase: flor branca","M. Sobral","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Canoinhas","Santa Catarina","brazil",790,"Canoinhas",4203808,-50.53356,-26.249221,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.381312,-50.580303,"original coordinates","original coordinates OK"
"21","Solanum pabstii",1077386183,-26.381389,-50.580278,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:57.499+0000","2018-10-24T15:37:59.441+0000",121,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2008-04-01T00:00:00",1226,0,"Santa Catarina",2007,11,8,"2007-11-08T00:00:00","2018-10-11T17:28:41.000+0000","2018-12-06T14:17:50.635+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000007137","918","FURB - Herbário Dr. Roberto Miguel Klein","Canoinhas","Rio dos Pardos/Serra da Morte.","pt","FURB",1077386183,"BRA:FURB:FURB:0000007137","Collection","Gasper, A.L. de; Brogni, E. & Santos, E.M.","7137","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Fito IFFSC 978/S/22","Sobral, M","","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Canoinhas","Santa Catarina","brazil",790,"Canoinhas",4203808,-50.53356,-26.249221,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.381389,-50.580278,"original coordinates","original coordinates OK"
"22","Solanum pabstii",1095330300,-28.058333,-49.364167,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:14.904+0000","2018-12-03T15:52:41.648+0000",122,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","none",1334,0,"Santa Catarina",2006,10,19,"2006-10-19T00:00:00","2018-10-15T19:30:43.000+0000","2018-12-03T15:53:30.210+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000147491","611","ICN - Herbário do Instituto de Ciências Naturais","Urubici","Serra do Corvo Branco","pt","ICN",1095330300,"BRA:UFRGS:ICN:0000147491","Collection","Vendruscolo, GS","147491","UFRGS","Universidade Federal do Rio Grande do Sul (UFRGS)","","Mentz, LA; Vendruscolo, GS","SOUTH_AMERICA","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.058333,-49.364167,"original coordinates","original coordinates outside municipality original in urubici falls in grao para"
"23","Solanum pabstii",1270108186,-28.329444,-49.621667,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:24.675+0000","2018-12-03T15:52:20.864+0000",122,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","none",NA,NA,"Santa Catarina",2005,11,26,"2005-11-26T00:00:00","2018-10-15T19:30:43.000+0000","2018-12-03T15:52:22.098+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000186699","4393","ICN - Herbário do Instituto de Ciências Naturais","Bom Jardim da Serra","Santa Bárbara","pt","ICN",1270108186,"BRA:UFRGS:ICN:0000186699","Collection","Stehmann, JR; Fregonezi, JN; Teles, AM","186699","UFRGS","Universidade Federal do Rio Grande do Sul (UFRGS)","Material preservado em álcool antes da secagem.","","SOUTH_AMERICA","","","","","","",NA,"","",NA,"","",NA,"","","",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"Bom Jardim da Serra","Santa Catarina","brazil",362,"Bom Jardim da Serra",4202503,-49.652972,-28.361285,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.329444,-49.621667,"original coordinates","original coordinates OK"
"24","Solanum pabstii",1929361197,-28.0189147850483,-49.5923336495725,"cdrep","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T15:22:18.077+0000","2018-11-18T15:22:18.137+0000",96,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","2004-01-01T00:00:00",0,0,"Santa Catarina",2001,11,9,"2001-11-09T00:00:00","","2018-12-07T21:47:55.314+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","70ca26c4-fb17-4381-870b-d5b0ce8678e5","72547","Vascular plants","","Cachoeira do Avencal","en","NY",1929361197,"70ca26c4-fb17-4381-870b-d5b0ce8678e5","PhysicalObject","G. G. Hatschbach","00697180","NY","","","S. D. Knapp","SOUTH_AMERICA","","","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=831862","ICN","http://biocol.org/urn:lsid:biocol.org:col:15556","09 Nov 2001",313,"Urubici","sheet",313,"","http://biocol.org/urn:lsid:biocol.org:col:15556",30102,"Mata prÃ³xima ao rio","Other source","CRIA (Centro de ReferÃªncia em InformaÃ§Ã£o Ambiental)",NA,"","","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"","Santa Catarina","brazil",NA,"",NA,NA,NA,"","","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.0189147850483,-49.5923336495725,"original coordinates","original coordinates outside municipality original in  falls in urubici"
"25","Solanum pabstii",1321697456,-29.3647,-50.5503,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","none","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2018-07-02T13:33:12.012+0000","2018-03-05T21:12:59.201+0000",58,"none","PRESERVED_SPECIMEN",2930362,6,7707728,220,1176,7717,2928997,2930362,2930362,"Solanum pabstii L.B.Sm. & Downs","Solanum pabstii L.B.Sm. & Downs","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum pabstii","Solanum","pabstii","SPECIES","ACCEPTED","none",800,NA,"Rio Grande do Sul",1999,11,14,"1999-11-14T00:00:00","","2018-12-07T14:33:59.657+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","http://n2t.net/ark:/65665/3c6c9f02d-ffdc-42f7-8767-1d62e08ac9b8","270","NMNH Extant Biology","","Mun. São Francisco do Paula - RS 235","","Botany",1321697456,"http://n2t.net/ark:/65665/3c6c9f02d-ffdc-42f7-8767-1d62e08ac9b8","PhysicalObject","R. Wasum","3387598","US","","","Knapp, S. D.","SOUTH_AMERICA","","","","","http://biocol.org/urn:lsid:biocol.org:col:34871","14 Nov 1999",318,"São Francisco do Paula","",318,"","",NA,"em beira da mata","","",1,"South America , Brazil, Rio Grande do Sul, São Francisco do Paula","Plantae, Dicotyledonae, Solanales, Solanaceae","","","","",NA,NA,NA,"",NA,"",NA,"","","",NA,"","Rio Grande do Sul","brazil",NA,"",NA,NA,NA,"","","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-29.3647,-50.5503,"original coordinates","original coordinates outside municipality original in  falls in sao francisco de paula"
