"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","nusado","eoo","aoo2","aoo10","IUCN","CITES","use","url","n_in_uc","uc"
"11","Fabaceae","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz",109777,"Fabaceae","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz",109777,NA,"LFB","name ok","","Poincianella microphylla","NATIVA","Endemica/Caatinga","BR-PI-BR-PE-BR-BA","Arbusto-√Årvore","Caatinga (stricto sensu)","Terr√≠cola",210,1563551.05799242,544,11100,"                                               ","","","",6,"¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DO CATIMBAU,ESTA«√O ECOL”GICA RASO DA CATARINA"
"12","Fabaceae","Poincianella pyramidalis (Tul.) L.P.Queiroz","Poincianella pyramidalis (Tul.) L.P.Queiroz",109818,"Fabaceae","Poincianella pyramidalis (Tul.) L.P.Queiroz",109818,NA,"LFB","name ok","","Poincianella pyramidalis","NATIVA","Endemica/","BR-SE-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL",NA,NA,NA,807,3151873.16607023,2284,45700,"                                               ","","","",5,"FLORESTA NACIONAL DE CONTENDAS DO SINCOR¡,ESTA«√O ECOL”GICA RASO DA CATARINA,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,¡REA DE PROTE«√O AMBIENTAL BAÕA DE TODOS OS SANTOS,¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE"
"13","Melastomataceae","Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.","Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.",9909,"Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.",603029,NA,"LFB","synonym","","Pleroma fissinervium","NATIVA","Endemica/Cerrado-Endemica/Mata Atl√¢ntica","BR-ES-BR-RJ-BR-BA-BR-MG","√Årvore","Campo rupestre-Floresta Ciliar ou Galeria-Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",25,321060.254656178,100,2300,"1.6          1                                     ","","","",6,"¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA"
"14","Melastomataceae","Tibouchina granulosa (Desr.) Cogn.","Tibouchina granulosa (Desr.) Cogn.",9919,"Melastomataceae","Pleroma granulosum (Desr.) D. Don",603035,"quaresmeira-PORTUGUES-Brasil","LFB","synonym","","Pleroma granulosum",NA,NA,NA,NA,NA,NA,187,2472158.40584118,464,9700,"                                               ","","","",60,"PARQUE NACIONAL DA TIJUCA,¡REA DE PROTE«√O AMBIENTAL DE CAIRU«U,ESTA«√O ECOL”GICA DA ILHA DO MEL,¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,RESERVA BIOL”GICA DE PO«O DAS ANTAS,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O JO√O - MICO LE√O,PARQUE ESTADUAL BIRIBIRI,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO MACACU,PARQUE NACIONAL PAU BRASIL,¡REA DE RELEVANTE INTERESSE ECOL”GICA CAPETINGA/TAQUARA,¡REA DE PROTE«√O AMBIENTAL DO PLANALTO CENTRAL,RESERVA BIOL”GICA UNI√O,PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,PARQUE NACIONAL DA CHAPADA DOS GUIMAR√ES,¡REA DE PROTE«√O AMBIENTAL CACHOEIRA DAS ANDORINHAS,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS"
"15","Melastomataceae","Tibouchina mutabilis (Vell.) Cogn.","Tibouchina mutabilis (Vell.) Cogn.",9944,"Melastomataceae","Pleroma mutabile (Vell.) Triana",603045,NA,"LFB","synonym","","Pleroma mutabile","NATIVA","Endemica/Mata Atl√¢ntica","BR-ES-BR-SP-BR-RJ","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",54,930251.098195311,156,3400,"          1                                     ","","","",9,"PARQUE NACIONAL DA SERRA DO ITAJAÕ,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS,¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,¡REA DE PROTE«√O AMBIENTAL DE CANAN…IA-IGUAP…-PERUÕBE,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DA TIJUCA"
"16","Melastomataceae","Tibouchina pulchra (Cham.) Cogn.","Tibouchina pulchra Cogn.",9951,"Melastomataceae","Tibouchina pulchra Cogn.",9951,NA,"LFB","name ok","","Tibouchina pulchra","NATIVA","Endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-SC-BR-PR","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",165,1180192.67697394,552,10900,"          1                                     ","","","",30,"¡REA DE PROTE«√O AMBIENTAL DE GUARAQUE«ABA,¡REA DE PROTE«√O AMBIENTAL ESTADUAL DE GUARATUBA,¡REA DE PROTE«√O AMBIENTAL DE CANAN…IA-IGUAP…-PERUÕBE,¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DA CANTAREIRA,PARQUE ESTADUAL TURÕSTICO DO ALTO DO RIBEIRA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL DA SERRA DOS ORG√OS"
"17","Melastomataceae","Tibouchina velutina (Naud.) Cogn.","Tibouchina velutina (Naudin) Cogn.",19731,"Melastomataceae","Pleroma velutinum (Naudin) Triana",603056,NA,"LFB","synonym","","Pleroma velutinum","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA","Arbusto","Campo rupestre-Cerrado (lato sensu)","Terr√≠cola",79,1500802.86504201,232,4800,"                                               ","","","",13,"PARQUE ESTADUAL DAS SETE PASSAGENS,¡REA DE PROTE«√O AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL SERRA DAS CONFUS’ES,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE NACIONAL DA CHAPADA DIAMANTINA"
"18","Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,"Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,NA,"LFB","name ok","","Tovomitopsis paniculata","NATIVA","Endemica/Mata Atl√¢ntica","BR-ES-BR-PR-BR-SP-BR-RJ-BR-MG","Arbusto-√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Restinga","Terr√≠cola",84,1910891.86588145,192,4400,"          1        3.5                             ","","","",44,"RESERVA BIOL”GICA DE PO«O DAS ANTAS,ESTA«√O ECOL”GICA BANANAL,PARQUE NACIONAL DA SERRA DOS ORG√OS,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO MACACU,RESERVA BIOL”GICA UNI√O,¡REA DE PROTE«√O AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DO JARAGU¡,PARQUE ESTADUAL DA CANTAREIRA,¡REA DE PROTE«√O AMBIENTAL DE MACA… DE CIMA,PARQUE ESTADUAL DA SERRA DO MAR,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O JO√O - MICO LE√O"
"19","Fabaceae","Trischidium molle (Benth.) H.E.Ireland","Trischidium molle (Benth.) H.E.Ireland",19219,"Fabaceae","Trischidium molle (Benth.) H.E.Ireland",19219,"Brinquinho-PORTUGUES-Bahia (Brasil)","LFB","name ok","","Trischidium molle","NATIVA","Endemica/Caatinga-Endemica/Mata Atl√¢ntica-Endemica/Pantanal","BR-MS-BR-MG-BR-PI-BR-PE-BR-CE-BR-BA","Arbusto-√Årvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Vegeta√ß√£o Sobre Afloramentos Rochosos","Terr√≠cola",256,3312343.22478958,732,15000,"      1.5                                         ","","","",28,"PARQUE NACIONAL DO CATIMBAU,PARQUE ESTADUAL VERDE GRANDE,PARQUE NACIONAL SERRA DAS CONFUS’ES,FLORESTA NACIONAL DE A«U,ESTA«√O ECOL”GICA RASO DA CATARINA,¡REA DE PROTE«√O AMBIENTAL SERRA BRANCA / RASO DA CATARINA,PARQUE NACIONAL DA SERRA DA CAPIVARA,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA"
"20","Rhamnaceae","Ziziphus cotinifolia Reiss.","Ziziphus cotinifolia Reissek",20673,"Rhamnaceae","Ziziphus cotinifolia Reissek",20673,"Joazeiro-PORTUGUES-Nordeste/Juazeiro-PORTUGUES-Nordeste","LFB","name ok","","Ziziphus cotinifolia","NATIVA","Endemica/Caatinga","BR-MG-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL","Arbusto-√Årvore","Caatinga (stricto sensu)","Terr√≠cola",75,1670767.15328739,256,6000,"                                               ","","","",2,"ESTA«√O ECOL”GICA DE AIUABA,PARQUE NACIONAL DO CATIMBAU"
"21","Anacardiaceae","Spondias macrocarpa Engl.","Spondias macrocarpa Engl.",4403,"Anacardiaceae","Spondias macrocarpa Engl.",4403,"caj√°-redondo-PORTUGUES-sudeste/cajazeiro-PORTUGUES-sudeste/caj√°-mirim-PORTUGUES-Esp√≠rito Santo","LFB","name ok","","Spondias macrocarpa","NATIVA","Endemica/Mata Atl√¢ntica","BR-RJ-BR-MG-BR-ES-BR-BA","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",74,6840801.47098879,268,6300,"          1                                     ","","use","http://tropical.theferns.info/viewtropical.php?id=Spondias+macrocarpa",7,"¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO DESCOBERTO,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,RESERVA EXTRATIVISTA MARINHA CAET…TAPERA«U,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U"
"22","Asteraceae","Piptocarpha macropoda (DC.) Baker","Piptocarpha macropoda (DC.) Baker",5480,"Asteraceae","Piptocarpha macropoda (DC.) Baker",5480,"Malol√¥-PORTUGUES-Rio de Janeiro/Canela-branca-PORTUGUES-Rio de Janeiro","LFB","name ok","","Piptocarpha macropoda","NATIVA","Endemica/Cerrado-Endemica/Mata Atl√¢ntica","BR-PR-BR-ES-BR-MG-BR-SP-BR-RJ-BR-GO-BR-DF-BR-BA","√Årvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombr√≥fila (= Floresta Pluvial)",NA,244,3424480.50086138,676,14200,"1.6      1.5    1                                     ","","","",76,"RESERVA BIOL”GICA DO TINGU¡,¡REA DE PROTE«√O AMBIENTAL DE MACA… DE CIMA,¡REA DE PROTE«√O AMBIENTAL CARSTE DA LAGOA SANTA,¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,¡REA DE PROTE«√O AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO DESCOBERTO,¡REA DE PROTE«√O AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE ESTADUAL TURÕSTICO DO ALTO DO RIBEIRA,PARQUE ESTADUAL DA CANTAREIRA,ESTA«√O ECOL”GICA BANANAL,PARQUE ESTADUAL DO RIO DOCE,PARQUE ESTADUAL DO JARAGU¡,PARQUE NACIONAL DE BRASÕLIA,PARQUE ESTADUAL DA SERRA DO MAR,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O JO√O - MICO LE√O,¡REA DE PROTE«√O AMBIENTAL FERN√O DIAS,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA TIJUCA,¡REA DE PROTE«√O AMBIENTAL MORRO DA PEDREIRA,RESERVA BIOL”GICA DE PO«O DAS ANTAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O BARTOLOMEU,¡REA DE PROTE«√O AMBIENTAL SANTO ANT‘NIO,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS"
"23","Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,"Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,NA,"LFB","name ok","","Piptocarpha regnellii","NATIVA","Endemica/Mata Atl√¢ntica","BR-SP-BR-MG-BR-SC-BR-PR","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Floresta Ombr√≥fila Mista","Terr√≠cola",109,1685119.84595198,372,8300,"          1     1.6                                ","","","",27,"PARQUE NACIONAL DA SERRA DO ITAJAÕ,¡REA DE PROTE«√O AMBIENTAL SERRA DA MANTIQUEIRA,¡REA DE PROTE«√O AMBIENTAL ESTADUAL DE GUARATUBA,¡REA DE PROTE«√O AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE NACIONAL DOS CAMPOS GERAIS,¡REA DE PROTE«√O AMBIENTAL FERN√O DIAS,PARQUE NACIONAL DA SERRA DA BOCAINA"
"24","Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,"Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,NA,"LFB","name ok","","Abarema cochleata","NATIVA","Endemica/Amaz√¥nia","BR-PA-BR-MA-BR-AM-BR-MT","√Årvore","√Årea Antr√≥pica-Campinarana-Floresta de Terra Firme-Savana Amaz√¥nica","Terr√≠cola",121,1693605.09065037,344,7500,"                         2 2         3.6            ","","","",19,"PARQUE NACIONAL DOS LEN«OIS MARANHENSES,RESERVA EXTRATIVISTA TAPAJ”S ARAPIUNS,FLORESTA NACIONAL DE MULATA,FLORESTA NACIONAL DE CARAJ¡S,RESERVA EXTRATIVISTA MARINHA CAET…TAPERA«U,¡REA DE RELEVANTE INTERESSE ECOL”GICA PROJETO DIN¬MICA BIOL”GICA DE FRAGMENTOS FLORESTAIS,¡REA DE PROTE«√O AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURI¡-APUAUZINHO,FLORESTA NACIONAL DE SARAC¡-TAQUERA"
"25","Euphorbiaceae","Acalypha villosa Jacq.","Acalypha villosa Jacq.",17446,"Euphorbiaceae","Acalypha villosa Jacq.",17446,NA,"LFB","name ok","","Acalypha villosa","NATIVA","Endemica/Amaz√¥nia-Endemica/Caatinga-Endemica/Cerrado","BR-SP-BR-MG-BR-PR-BR-CE-BR-BA-BR-MT-BR-GO","Arbusto-√Årvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Decidual-Floresta Estacional Semidecidual-Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",69,4050088.81755968,196,4600,"1.6    1.5  1.5    1                                     ","","","",2,"¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,¡REA DE PROTE«√O AMBIENTAL DA SERRA DE BATURIT…"
"26","Asteraceae","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,"Asteraceae","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,NA,"LFB","name ok","","Acritopappus confertus","NATIVA","Endemica/Caatinga","BR-MG-BR-SE-BR-PE-BR-CE-BR-BA","Arbusto-√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Restinga","Terr√≠cola",325,1357941.74155769,596,9100,"          1        3.5                             ","","","",74,"PARQUE ESTADUAL DO MORRO DO CHAP…U,PARQUE NACIONAL DA CHAPADA DIAMANTINA,¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA SERRA DE ITABAIANA,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,¡REA DE PROTE«√O AMBIENTAL SERRA DO BARBADO,¡REA DE RELEVANTE INTERESSE ECOL”GICO SERRA DO OROB”,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA,¡REA DE PROTE«√O AMBIENTAL BAÕA DE TODOS OS SANTOS"
